title,release_year,imdb_id,imdb_score
Anger Management,2003,tt0305224,6.3
Angry Birds,2018,tt9685932,7.9
Angry Indian Goddesses,2015,tt3368222,6.9
Angu Vaikuntapurathu (Malayalam),2020,N/A_Not_Found,N/A_Not_Found
Ani... Dr. Kashinath Ghanekar,2018,tt8784906,8.3
ANIMA,2019,tt10516984,7.6
Animal Crackers,2020,N/A_Not_Found,N/A_Not_Found
Animal World,2018,tt7946836,6.4
Animals on the Loose: A You vs. Wild Movie,2021,tt13853720,5.8
Animas,2018,tt3954646,4.9
Anitta: Made In Honório,2020,tt13486136,6.8
Anjaam,1994,tt0109134,6.6
Anjaan,2014,tt3563156,5.3
Anjaan: Rural Myths,2018,tt9480484,5.8
Anjaan: Special Crimes Unit,2018,tt8479368,7.6
Anjelah Johnson: Not Fancy,2015,tt4199110,5.8
Ankahi Kahaniya,2021,tt15250998,5.6
Ankhon Dekhi,2013,tt3614516,7.9
Ankur Arora Murder Case,2013,tt2912578,6.5
Annabelle Hooper and the Ghosts of Nantucket,2016,tt3032060,5.6
Anne with an E,2019,N/A_Not_Found,N/A_Not_Found
Anohana: The Flower We Saw That Day,2011,tt1913273,8.1
Anon,2018,tt5397194,6.1
Another Forever,2016,tt5204636,5.2
Another Life,2019,tt8369840,5.3
Another Miss Oh,2016,tt5679572,7.8
Answer for Heaven,2019,tt10383558,5.8
Antar: Son of Shadad,2017,N/A_Not_Found,N/A_Not_Found
Antariksha Ke Rakhwale,2018,N/A_Not_Found,N/A_Not_Found
Anthony Jeselnik: Fire in the Maternity Ward,2019,tt10050780,7.2
Anthony Jeselnik: Thoughts and Prayers,2015,tt5087554,7.7
Anthony Kaun Hai?,2006,tt0800981,5.1
Antidote,2018,tt3809960,2.6
Ant-Man and the Wasp,2018,tt5095030,7.0
Antoine Griezmann: The Making of a Legend,2019,tt9817308,6.5
Anwar,2007,tt0953306,6.5
Any Crybabies Around?,2020,tt13082008,6.0
Apache Warrior,2017,tt6423664,6.6
Apache: The Life of Carlos Tevez,2019,tt10715172,7.2
Apaches,2016,N/A_Not_Found,N/A_Not_Found
Apaharan,2005,tt0451631,7.4
APEX: The Story of the Hypercar,2016,tt4325400,7.3
Apollo 18,2011,tt1772240,5.2
Apostle,2018,tt6217306,6.3
April and the Extraordinary World,2015,tt3422078,7.2
Aquarius,2016,tt5221584,7.4
"Aram, Aram",2015,tt3245848,6.5
Arango y Sanint: Ríase el show,2018,tt7606464,4.0
ARASHI's Diary -Voyage-,2019,tt11434874,7.3
Archibald's Next Big Thing,2020,N/A_Not_Found,N/A_Not_Found
Arctic Dogs,2019,tt4426464,4.8
Arctic Heart,2016,tt4607228,5.2
Are We Done Yet?,2018,N/A_Not_Found,N/A_Not_Found
Are You The One,2014,tt3484274,6.5
Ares,2020,tt8404520,5.7
Arès,2016,tt4216902,6.2
Argon,2017,tt7094798,7.3
Ari Eldjárn: Pardon My Icelandic,2020,tt10277516,7.8
Ari Shaffir: Double Negative,2017,tt6254796,6.8
"Ariana grande: excuse me, i love you",2020,tt13615386,6.4
Arisan 2,2011,N/A_Not_Found,N/A_Not_Found
Arjun: The Warrior Prince,2011,N/A_Not_Found,N/A_Not_Found
Arlo the Alligator Boy,2021,tt13454122,6.4
Army of the Dead,2021,tt0993840,5.8
ARQ,2016,tt5640450,6.3
Arrested Development,2019,N/A_Not_Found,N/A_Not_Found
Arrow,2019,tt13896672,N/A
Arsenio Hall: Smart & Classy,2019,N/A_Not_Found,N/A_Not_Found
Arthdal Chronicles,2019,tt8750956,8.3
Arthur,2011,tt1334512,5.7
Arthur Christmas,2011,tt1430607,7.1
Article 15,2019,tt10324144,8.1
Aruna & Her Palate,2018,tt8894180,7.1
"As Above, So Below",2014,tt2870612,6.3
As Good as It Gets,1997,tt0119822,7.7
Ascharyachakit!,2018,tt6531196,5.0
Asees,2018,tt8634328,7.4
Ash vs. Evil Dead,2018,N/A_Not_Found,N/A_Not_Found
Ashes of Love,2018,tt8976346,8.2
Aşk Tesadüfleri Sever,2011,N/A_Not_Found,N/A_Not_Found
Ask the Doctor,2017,tt7188736,6.5
Ask the StoryBots,2019,N/A_Not_Found,N/A_Not_Found
Asmaa,2011,tt1826603,8.1
Asoka,2001,tt0249371,6.4
Asperger's Are Us,2016,tt4109268,6.6
Asphalt Burning,2020,tt6527456,5.2
Assimilate,2019,tt5238904,5.3
Astronomy Club: The Sketch Show,2019,N/A_Not_Found,N/A_Not_Found
Asu Mare 2,2015,N/A_Not_Found,N/A_Not_Found
Asura Guru,2020,tt8011344,3.3
Asura: The City of Madness,2016,N/A_Not_Found,N/A_Not_Found
At All Costs,2016,tt3800222,6.5
At Eternity's Gate,2018,tt6938828,6.9
At First Light,2018,tt5994166,5.6
At the Dolphin Bay,2003,tt8612066,7.1
Atelier,2015,tt4613908,9.3
Athlete A,2020,tt11905462,7.6
Atlantics,2019,tt10199586,6.7
Atlas Shrugged: Part II,2012,N/A_Not_Found,N/A_Not_Found
ATM,2012,tt1603257,4.7
Atomic Puppet,2016,tt5869342,5.4
Attack on Titan,2013,tt2560140,9.1
Attacking the Devil: Harold Evans and the Last Nazi War Crime,2014,tt3779818,8.0
Attitude Test,2016,N/A_Not_Found,N/A_Not_Found
Atypical,2021,N/A_Not_Found,N/A_Not_Found
Au coeur des gangs,2006,N/A_Not_Found,N/A_Not_Found
Audible,2021,tt12771540,6.7
Audrey,2020,tt10731386,7.1
Audrie & Daisy,2016,tt5278460,7.2
August: Osage County,2014,N/A_Not_Found,N/A_Not_Found
Aunty Donna's Big Ol' House of Fun,2020,tt13316746,7.9
Aurora,2010,tt1403047,6.5
Auschwitz: Blueprints of Genocide,1994,N/A_Not_Found,N/A_Not_Found
Aussie Gold Hunters,2016,tt6186672,6.8
Austin Powers in Goldmember,2002,tt0295178,6.3
Austin Powers: International Man of Mystery,1997,tt0118655,7.0
Austin Powers: The Spy Who Shagged Me,1999,tt0145660,6.7
Autohead,2016,tt5513098,6.0
Automata,2014,tt1971325,6.0
Autumn's Concerto,2009,N/A_Not_Found,N/A_Not_Found
Ava,2020,tt8784956,5.5
Avatar: The Last Airbender,2007,N/A_Not_Found,N/A_Not_Found
Ave Maryam,2018,tt9307666,6.8
Avengement,2019,tt8836988,6.6
Avengers Climate Conundrum,2020,tt13783758,6.2
Avengers: Infinity War,2018,tt4154756,8.4
Avicii: True Stories,2017,tt7357302,7.6
Avvai Shanmughi,1996,N/A_Not_Found,N/A_Not_Found
Await Further Instructions,2018,tt4971408,4.9
Awake,2021,tt10418662,4.9
Awake: The Million Dollar Game,2019,tt10370956,6.0
Awara Paagal Deewana,2002,tt0319020,6.3
Away,2020,tt8787802,6.6
Away From Home,2015,tt4644334,N/A
Awe,2018,tt7797658,7.6
Awon Boyz,2019,tt14800518,N/A
Axone,2020,N/A_Not_Found,N/A_Not_Found
Ayana,2017,tt6891660,7.2
"Ayotzinapa, el paso de la tortuga",2018,tt8219520,7.5
Azali,2018,tt8630282,5.7
Azhar,2016,tt4906984,5.7
Aziz Ansari Live at Madison Square Garden,2015,N/A_Not_Found,N/A_Not_Found
Aziz Ansari: Buried Alive,2013,tt2836450,7.2
Aziz Ansari: RIGHT NOW,2019,tt10575038,7.5
Aziza,2019,tt9510082,6.5
B.A. Pass,2013,N/A_Not_Found,N/A_Not_Found
B.A. Pass 2,2017,tt8581230,2.2
B: The Beginning,2021,N/A_Not_Found,N/A_Not_Found
Baadshaho,2017,tt4906960,4.9
Baaghi,2016,tt4864932,5.4
Baahubali 2: The Conclusion (Hindi Version),2017,N/A_Not_Found,N/A_Not_Found
Baahubali 2: The Conclusion (Malayalam Version),2017,N/A_Not_Found,N/A_Not_Found
Baahubali 2: The Conclusion (Tamil Version),2017,N/A_Not_Found,N/A_Not_Found
Baahubali: The Beginning (English Version),2015,N/A_Not_Found,N/A_Not_Found
Baahubali: The Beginning (Hindi Version),2015,N/A_Not_Found,N/A_Not_Found
Baahubali: The Beginning (Malayalam Version),2015,N/A_Not_Found,N/A_Not_Found
Baahubali: The Beginning (Tamil Version),2015,N/A_Not_Found,N/A_Not_Found
Baazaar,2018,tt6514196,6.5
Babam ve Oğlum,2005,N/A_Not_Found,N/A_Not_Found
Babamın Ceketi,2018,tt8857590,5.0
Babel,2006,tt0449467,7.5
Babies,2020,tt11744632,6.9
Baby,2020,tt9760852,5.0
Baby Ballroom,2018,N/A_Not_Found,N/A_Not_Found
Baby Dolls,2019,tt9390254,7.0
Baby Mamas,2018,tt8686460,5.8
Babylon Berlin,2020,N/A_Not_Found,N/A_Not_Found
Bachelor Girls,2016,tt5852292,7.3
Back and Forth,2016,N/A_Not_Found,N/A_Not_Found
Back of the Net,2019,tt8211214,5.3
Back Street Girls -GOKUDOLS-,2018,N/A_Not_Found,N/A_Not_Found
Back to 1989,2016,tt6273088,8.1
Back to Q82,2017,tt6225842,N/A
Back to School,2019,tt10715194,5.3
Back to the 90s,2015,tt4556700,6.5
Back with the Ex,2018,tt9316002,6.2
Backcountry,2014,tt2944198,6.0
Backdraft 2,2019,tt8172466,4.8
Backfire,2019,tt10735716,N/A
Backtrack,2015,tt2784936,5.9
Bad Blood,2019,tt10725252,N/A
Bad Boy Billionaires: India,2020,tt12923630,7.9
Bad Boys,1995,tt0112442,6.8
Bad Boys II,2003,tt0172156,6.6
Bad Day for the Cut,2017,tt5653514,6.5
Bad Education,2014,N/A_Not_Found,N/A_Not_Found
Bad Genius,2017,tt6788942,7.6
Bad Grandpa .5,2014,tt3766424,6.3
Bad Guys,2014,tt3914520,7.7
Bad Guys: Vile City,2018,N/A_Not_Found,N/A_Not_Found
Bad Match,2017,tt5990066,5.6
Bad Rap,2016,tt5264178,6.5
Bad Seeds,2018,tt6708116,7.3
Bad Trip,2021,tt9684220,6.5
Badalte Rishton Ki Dastaan,2013,tt6895862,6.6
Badha,2006,tt0832335,7.5
Badla,2019,tt8130968,7.7
Badland,2019,tt10253466,5.6
Baewatch: Parental Guidance,2019,N/A_Not_Found,N/A_Not_Found
Baggio: The Divine Ponytail,2021,tt14025788,6.1
Bake Squad,2021,tt15078760,6.9
BAKI,2020,N/A_Not_Found,N/A_Not_Found
Bakugan: Armored Alliance,2020,N/A_Not_Found,N/A_Not_Found
Bakugan: Battle Planet,2018,tt9527662,4.5
Bakugan: Geogan Rising,2021,N/A_Not_Found,N/A_Not_Found
Bal Ganesh,2019,tt15741830,N/A
Bala Loca,2016,tt5858812,7.9
Balto,1995,tt0112453,7.1
Balto 2: Wolf Quest,2001,N/A_Not_Found,N/A_Not_Found
Balto 3: Wings of Change,2004,N/A_Not_Found,N/A_Not_Found
Balu Mahi,2017,tt5370442,6.0
Bana Masal Anlatma,2015,N/A_Not_Found,N/A_Not_Found
Banana Island Ghost,2017,tt8149090,6.0
Banana Split,2020,N/A_Not_Found,N/A_Not_Found
Band Aid,2017,tt5816374,6.6
Band of Robbers,2015,tt4048668,6.0
Bandie,1978,tt1219315,4.6
Bang Rajan 2,2010,N/A_Not_Found,N/A_Not_Found
Bangistan,2015,tt3422462,4.5
Bangkok Bachelors,2016,N/A_Not_Found,N/A_Not_Found
Bangkok Breaking,2021,tt14202282,5.8
Bangkok Buddies,2019,tt11513508,6.6
Bangkok Hell,2002,tt0470451,5.5
Bangkok Love Stories: Hey You!,2018,tt9905656,5.9
Bangkok Love Stories: Innocence,2018,tt9905660,6.7
Bangkok Love Stories: Objects of Affection,2019,tt10438662,6.2
Bangkok Love Stories: Plead,2019,tt10438656,7.4
Bangkok Traffic (Love) Story,2009,N/A_Not_Found,N/A_Not_Found
Bankrolled,2021,tt14961160,4.2
Banyuki,2009,N/A_Not_Found,N/A_Not_Found
Barah Aana,2009,tt1202517,6.7
Barakah Meets Barakah,2016,tt5435084,6.2
Barbarians,2020,tt9184986,7.2
Barbecue,2017,tt6090268,6.5
Barbie & Chelsea: The Lost Birthday,2021,tt14317062,6.2
Barbie & Her Sisters in a Pony Tale,2013,tt3321254,6.2
Barbie Big City Big Dreams,2021,tt15053428,5.8
Barbie Dolphin Magic,2017,tt7130740,5.7
Barbie Dreamhouse Adventures,2018,tt7661472,6.7
Barbie Dreamhouse Adventures: Go Team Roberts,2020,N/A_Not_Found,N/A_Not_Found
Barbie in A Mermaid Tale,2010,tt1610301,6.3
Barbie in Princess Power,2015,tt4215332,5.3
Barbie in Rock 'N Royals,2015,tt4955162,6.0
Barbie Life in the Dreamhouse,2012,tt2644032,7.6
Barbie Princess Adventure,2020,tt12767498,5.5
Barbie Star Light Adventure,2016,tt5502946,5.8
Barbie: A Fairy Secret,2010,N/A_Not_Found,N/A_Not_Found
Barbie: Princess Charm School,2011,tt2066832,6.5
Barbie: Spy Squad,2016,tt5042436,5.7
Barbie: The Princess & the Popstar,2012,tt2396690,5.9
Barbie: Video Game Hero,2017,tt6185658,5.2
Barbra: The Music ... The Mem'ries ... The Magic!,2017,tt7588584,7.5
Barça Dreams,2015,tt5001576,7.3
Barcelona: A Love Untold,2016,tt5755912,6.6
Bard of Blood,2019,tt8069036,6.7
Bareilly Ki Barfi,2017,N/A_Not_Found,N/A_Not_Found
Barely Lethal,2015,tt1731701,5.4
Barfi!,2012,tt2082197,8.1
Barney and Friends,2010,N/A_Not_Found,N/A_Not_Found
Barrio Universitario,2013,tt3056386,3.5
Barry,2016,tt5477566,6.0
Barsaat,1995,tt0112459,5.6
Bartkowiak,2021,tt14315566,5.1
BASEketball,1998,tt0131857,6.5
Basic Instinct,1992,tt0103772,7.1
Basketball or Nothing,2019,tt10698408,7.3
Bat Pat,2016,N/A_Not_Found,N/A_Not_Found
Bates Motel,2017,tt6946852,8.2
Bathinda Express,2016,tt6885956,5.7
Bathtubs Over Broadway,2018,tt6029778,7.6
Batman: The Killing Joke,2016,tt4853102,6.4
Battle,2018,tt6854672,5.9
Battle Creek,2015,tt3215364,7.2
Battle Drone,2018,tt2936390,4.9
Battle: Los Angeles,2011,tt1217613,5.7
Battlefield Earth,2000,tt0185183,2.5
Battlefield Recovery,2016,tt5959046,6.4
Battlefish,2018,tt8893566,7.0
Bawarchi,1972,tt0068257,8.1
Baxu and the Giants,2019,tt10407902,7.1
Bayonet,2019,N/A_Not_Found,N/A_Not_Found
Bazaar,1982,tt0246456,7.4
Bbuddah Hoga Terra Baap,2011,tt1869296,5.6
Be Here Now,2015,tt2473476,8.5
Be Somebody,2016,tt5512872,5.6
Be with Me,2015,N/A_Not_Found,N/A_Not_Found
Be with You,2015,tt6270550,7.1
Beak & Brain: Genius Birds From Down Under,2013,tt4790094,7.9
Bean: The Ultimate Disaster Movie,1997,N/A_Not_Found,N/A_Not_Found
Beary Tales,2013,tt6780296,8.2
Beast Legends,2010,tt1773132,4.6
BEASTARS,2021,N/A_Not_Found,N/A_Not_Found
Beasts of No Nation,2015,tt1365050,7.7
Beat Bugs,2018,N/A_Not_Found,N/A_Not_Found
Beat Bugs: All Together Now,2017,N/A_Not_Found,N/A_Not_Found
Beating Again,2015,N/A_Not_Found,N/A_Not_Found
Beats,2019,tt8530978,6.4
Beauties of the Night,2016,tt4958426,7.3
Beauty & the Beast,2016,tt8817122,N/A
Beauty and the Bestie,2015,tt4842270,4.7
Beauty and the Bitches,2016,N/A_Not_Found,N/A_Not_Found
Beavis and Butt-head Do America,1996,tt0115641,6.8
Be-Be-Bears,2018,N/A_Not_Found,N/A_Not_Found
Bebe's Kids,1992,tt0103783,5.8
Because of Soccer,2008,N/A_Not_Found,N/A_Not_Found
Because This Is My First Life,2017,tt7278588,8.0
Because We're Heading Out,2016,tt6086714,4.0
Beckett,2021,tt10230994,5.7
Becoming,2020,tt12221748,7.0
Becoming Champions,2018,tt8796068,6.5
Becoming Jane,2007,tt0416508,7.0
Bedtime Stories,2008,tt0960731,6.0
Bee Movie,2007,tt0389790,6.1
Been So Long,2018,tt1682886,5.5
Beethoven,1992,tt0103786,5.7
Beethoven's 2nd,1993,tt0106375,5.0
Before 30,2015,tt8320472,8.2
Before I Fall,2017,tt1691916,6.4
Before I Wake,2016,tt3174376,6.2
Before the Flood,2016,N/A_Not_Found,N/A_Not_Found
Before the Summer Crowds,2016,N/A_Not_Found,N/A_Not_Found
"Behind ""The Cove"": The Quiet Japanese Speak Out",2015,N/A_Not_Found,N/A_Not_Found
Behind Enemy Lines,2001,tt0159273,6.4
Behind Her Eyes,2021,tt9698442,7.2
Behind the Curtain: Todrick Hall,2017,tt6171960,6.9
Behind the Curve,2018,tt8132700,6.5
Behind the Newsroom,2015,N/A_Not_Found,N/A_Not_Found
Behzat Ç.,2010,tt1795096,8.8
Beiimaan Love,2016,N/A_Not_Found,N/A_Not_Found
Being AP,2015,tt3916100,6.5
Being Elmo: A Puppeteer's Journey,2011,tt1787660,7.6
Being Mary Jane: The Series,2016,N/A_Not_Found,N/A_Not_Found
Being Mrs Elliot,2014,tt4387222,7.3
Being Napoleon,2018,tt8841814,5.3
Beirut Oh Beirut,1975,N/A_Not_Found,N/A_Not_Found
Belgica,2016,tt3544218,6.7
Belief: The Possession of Janet Moses,2015,tt4930242,5.7
Bella and the Bulldogs,2015,tt3596178,5.3
Belmonte,2018,tt8846072,6.1
Below Her Mouth,2016,tt5073620,5.5
Below Zero,2021,tt9845564,6.2
Ben & Holly's Little Kingdom,2019,N/A_Not_Found,N/A_Not_Found
Ben 10,2016,tt6148376,2.8
Ben Platt Live from Radio City Music Hall,2020,tt11000894,8.3
Benchwarmers 2: Breaking Balls,2019,tt8750122,4.1
Bending the Arc,2017,tt6370266,8.1
Beneath the Leaves,2019,tt4574654,4.5
Benji,2018,tt1799516,6.4
Benji: Off the Leash,2004,tt0315273,5.2
Benji's Very Own Christmas Story,1978,tt0275225,5.2
Bennett's War,2019,tt7370952,6.1
Beowulf,2007,tt0442933,6.3
Berlin Calling,2008,tt0211946,7.2
Berlin Kaplani,2012,tt2142711,5.2
Berlin Syndrome,2017,tt3335606,6.3
"Berlin, Berlin: Lolle on the Run",2020,N/A_Not_Found,N/A_Not_Found
"Berlin, I Love You",2019,tt2275743,4.7
Berserk: The Golden Age Arc I - The Egg of the King,2012,tt2210479,7.5
Berserk: The Golden Age Arc II - The Battle for Doldrey,2012,tt2358911,7.7
Berserk: The Golden Age Arc III - The Advent,2013,tt2358913,7.8
Bert Kreischer: Hey Big Boy,2020,tt11810424,7.0
Bert Kreischer: Secret Time,2018,tt8786466,7.3
Bert Kreischer: The Machine,2016,tt6545220,7.6
Besieged Bread,2015,N/A_Not_Found,N/A_Not_Found
Best Leftovers Ever!,2020,tt13563634,5.7
Best Lover,2016,tt9874364,5.4
Best Neighbors,2014,N/A_Not_Found,N/A_Not_Found
Best of Stand-Up 2020,2020,tt13649688,5.5
Best of the Best,1989,tt0096913,6.4
"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",2020,tt12004838,8.6
Best Worst Thing That Ever Could Have Happened,2016,tt3282712,7.6
Best.Worst.Weekend.Ever.,2018,N/A_Not_Found,N/A_Not_Found
Betaal,2020,tt10651790,5.4
Bethany Hamilton: Unstoppable,2019,N/A_Not_Found,N/A_Not_Found
Better Call Saul,2018,tt9904638,7.9
Better Than Us,2019,N/A_Not_Found,N/A_Not_Found
Betting on Zero,2017,N/A_Not_Found,N/A_Not_Found
Betty White: First Lady of Television,2018,tt8780234,7.8
Between,2016,tt2547584,7.2
Between Maybes,2019,tt10044704,6.2
Between Two Ferns: The Movie,2019,tt9398640,6.1
Between Worlds,2018,tt7295450,3.9
Beverly Hills Ninja,1997,tt0118708,5.6
Bewafaa,2005,tt0363472,4.1
Bewildered Bolbol,2010,tt2210509,6.4
Beyblade Burst,2016,tt6348126,6.9
Beyblade Burst Evolution,2017,N/A_Not_Found,N/A_Not_Found
Beyblade Burst Rise,2019,N/A_Not_Found,N/A_Not_Found
Beyblade Burst Turbo,2018,N/A_Not_Found,N/A_Not_Found
Beyblade: Metal Fusion,2009,tt1674928,6.8
Beynelmilel,2006,N/A_Not_Found,N/A_Not_Found
Beyond All Boundaries,2013,tt2428368,8.0
Beyond Evil,2021,tt13634872,8.1
Beyond Skyline,2017,tt1724970,5.3
Beyond Stranger Things,2017,tt7570990,7.4
Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,2020,tt15929232,N/A
Beyond the Clouds,2018,tt12708822,N/A
Bh Se Bhade,2013,tt6929192,7.1
Bhaag Beanie Bhaag,2020,tt12775836,3.4
Bhaage Re Mann,2015,tt6793058,7.3
Bhagam Bhag,2006,tt0805184,6.7
Bhai: Vyakti Ki Valli - Poorvardha,2019,N/A_Not_Found,N/A_Not_Found
Bhai: Vyakti Ki Valli - Uttarardh,2019,N/A_Not_Found,N/A_Not_Found
Bhaji In Problem,2013,N/A_Not_Found,N/A_Not_Found
Bhangra Paa Le,2019,N/A_Not_Found,N/A_Not_Found
Bhasmasur,2017,tt6381074,6.8
Bhavesh Joshi Superhero,2018,tt6129302,7.6
Bheemayan,2018,tt30215853,N/A
Bheeshma,2020,tt11199356,6.6
Bhool Bhulaiyaa,2007,tt0995031,7.5
Bhoot,2003,tt0341266,6.4
Bhouri,2017,N/A_Not_Found,N/A_Not_Found
Bibi & Tina,2014,tt3202200,4.8
Bibi & Tina II,2014,N/A_Not_Found,N/A_Not_Found
Bibi & Tina: Girls Versus Boys,2016,N/A_Not_Found,N/A_Not_Found
Bibi & Tina: Tohuwabohu Total,2017,N/A_Not_Found,N/A_Not_Found
Bibik-Bibikku,2016,N/A_Not_Found,N/A_Not_Found
Big Bad Beetleborgs,1997,N/A_Not_Found,N/A_Not_Found
Big Bear,2017,tt4986754,5.1
Big Daddy,1999,tt0142342,6.4
"Big Dreams, Small Spaces",2017,N/A_Not_Found,N/A_Not_Found
Big Fat Liar,2002,tt0265298,5.5
Big Kill,2018,N/A_Not_Found,N/A_Not_Found
Big Miracle,2012,tt1430615,6.5
Big Mouth,2020,N/A_Not_Found,N/A_Not_Found
Big Stone Gap,2014,tt3254796,5.8
Big Timber,2020,tt13322572,6.9
Big Time,2017,tt7630164,6.5
Big Time Movie,2012,tt2163203,6.2
Big Time Rush,2013,tt7936424,8.4
Bigflo & Oli: Hip Hop Frenzy,2020,tt13161318,6.9
Bigfoot Family,2021,N/A_Not_Found,N/A_Not_Found
Bigger Fatter Liar,2017,tt5846744,4.0
Biggie & Tupac,2002,tt0303356,6.7
Biggie: I Got a Story to Tell,2021,tt14058484,6.8
Biking Borders,2019,N/A_Not_Found,N/A_Not_Found
"Bikram: Yogi, Guru, Predator",2019,tt10883004,6.7
Bill Burr: I'm Sorry You Feel That Way,2014,tt3823690,8.2
Bill Burr: Let It Go,2010,tt1717578,8.3
Bill Burr: Paper Tiger,2019,tt10847306,8.0
Bill Burr: Walk Your Way Out,2017,tt6184894,7.2
Bill Burr: You People Are All the Same,2012,tt2290153,8.2
Bill Hicks: One Night Stand,1991,N/A_Not_Found,N/A_Not_Found
Bill Hicks: Reflections,2015,tt4558532,6.8
Bill Hicks: Relentless,1992,tt0148668,8.6
Bill Hicks: Revelations,1993,tt0152183,8.4
Bill Hicks: Sane Man,1989,tt0287337,8.4
Bill Nye Saves the World,2018,N/A_Not_Found,N/A_Not_Found
Bill Nye: Science Guy,2017,tt4853154,6.8
Billu,2009,tt1230448,6.4
Billy Elliot,2000,tt0249462,7.7
Billy Graham: An Extraordinary Journey,2018,tt8106744,7.5
Billy on the Street,2016,N/A_Not_Found,N/A_Not_Found
Bilu Rakkhosh,2017,N/A_Not_Found,N/A_Not_Found
Biohackers,2021,N/A_Not_Found,N/A_Not_Found
Bioscope,2015,tt7178026,6.3
Bir Baba Hindu,2016,tt5608972,2.6
Bird Box,2018,tt2737304,6.6
Birders,2019,tt10907798,6.4
Birdshot,2016,tt6135042,6.6
Birth of the Dragon,2017,N/A_Not_Found,N/A_Not_Found
Birthmarked,2018,tt4702826,5.7
Bitch,2017,tt6069264,5.2
Bitcoin Heist,2016,tt4911780,5.8
Bitten,2016,tt5554630,N/A
Bitter Daisies,2018,N/A_Not_Found,N/A_Not_Found
Bittersweet,2010,tt2210441,8.0
Bittoo Boss,2012,tt2347289,4.1
Black,2015,tt4008758,7.0
Black & Privileged: Volume 1,2019,N/A_Not_Found,N/A_Not_Found
Black '47,2018,tt3208026,6.8
Black Beach,2020,tt9660688,5.6
Black Butler,2010,tt1685407,7.3
Black Crows,2017,tt7356518,5.6
Black Earth Rising,2018,tt7660730,7.5
Black Friday,2004,tt0400234,8.4
Black Hawk Down,2001,tt0265086,7.7
Black Heart,2014,tt9120932,7.1
Black Holes | The Edge of All We Know,2021,N/A_Not_Found,N/A_Not_Found
Black Ink Crew New York,2014,N/A_Not_Found,N/A_Not_Found
Black Is Beltza,2018,tt8512986,5.9
Black Island,2021,tt12881516,5.2
Black Lightning,2021,tt15358420,N/A
Black Man White Skin,2015,tt9853686,6.4
Black Mirror,2019,tt10314544,6.2
Black Mirror: Bandersnatch,2018,tt9495224,7.1
Black Money Love,2014,tt3565486,7.6
Black or White,2014,tt2883434,6.6
Black Panther,2018,tt1825683,7.3
Black Rose,2018,tt7331818,N/A
Black Sea,2015,tt5814184,N/A
Black Site Delta,2017,tt5667516,3.9
Black Snake Moan,2007,N/A_Not_Found,N/A_Not_Found
Black Snow,2017,tt5614612,6.2
Black Space,2021,N/A_Not_Found,N/A_Not_Found
Black Spot,2019,tt7997942,6.7
Black Summer,2021,tt26911927,N/A
Blackfish,2013,tt2545118,8.1
BLACKPINK: Light Up the Sky,2020,tt13058290,7.3
Blackway,2015,tt4061010,5.3
Blade Runner: The Final Cut,1982,N/A_Not_Found,N/A_Not_Found
BLAME!,2017,tt6574146,6.6
Blanche Gardin: I talk to myself,2017,N/A_Not_Found,N/A_Not_Found
Blanche Gardin: The All-Nighter,2021,N/A_Not_Found,N/A_Not_Found
Blaze,2018,tt6443294,6.6
Blazing Transfer Students,2017,tt7931520,6.7
Bleach,2006,tt1537418,6.8
Bleach The Movie: Fade to Black,2008,N/A_Not_Found,N/A_Not_Found
Bleach the Movie: Hell Verse,2010,tt1785394,7.3
Bleed for This,2016,tt1620935,6.8
Blessed Benefit,2016,tt5161784,6.6
Blind Date,2015,tt4466936,6.6
Blind Detective,2013,tt2332707,6.4
Blind Intersections,2012,tt1918638,6.5
Bling Empire,2021,tt13660962,5.8
Bling Empire - The Afterparty,2021,N/A_Not_Found,N/A_Not_Found
Blinky Bill: The Movie,2015,tt3700456,5.1
Bliss,1997,tt0118742,6.0
Blitz Patrollie,2013,N/A_Not_Found,N/A_Not_Found
Blockbuster,2017,tt7112768,N/A
Blood & Treasures,2016,N/A_Not_Found,N/A_Not_Found
Blood & Water,2021,tt14810192,N/A
Blood Brothers: Malcolm X & Muhammad Ali,2021,tt15095938,6.9
Blood Father,2016,tt3647498,6.4
Blood Money,2012,tt2246595,4.8
Blood of Zeus,2020,tt10009170,7.5
Blood Pact,2018,N/A_Not_Found,N/A_Not_Found
Blood Red Sky,2021,tt6402468,6.1
Blood Will Tell,2019,tt5687236,6.1
Bloodline,2017,tt7736676,N/A
Bloodride,2020,tt9815502,6.4
Blow,2001,tt0221027,7.5
Blown Away,2021,tt14133138,N/A
Blue Exorcist,2017,tt5987956,7.3
Blue Is the Warmest Color,2013,N/A_Not_Found,N/A_Not_Found
Blue Jasmine,2013,tt2334873,7.3
Blue Jay,2016,tt5912454,7.3
Blue Miracle,2021,tt7084386,6.6
Blue Mountain State: The Rise of Thadland,2016,tt3748440,5.7
Blue Planet II,2017,tt6769208,9.3
Blue Ruin,2013,tt2359024,7.1
